Gene,Rv0019c,Rv0020c,Rv0022c,Rv0023,Rv0038,Rv0042c,Rv0043c,Rv0047c,Rv0054,Rv0067c,Rv0078,Rv0081,Rv0117,Rv0135c,Rv0144,Rv0158,Rv0165c,Rv0182c,Rv0195,Rv0212c,Rv0232,Rv0238,Rv0260c,Rv0273c,Rv0275c,Rv0302,Rv0324,Rv0328,Rv0330c,Rv0339c,Rv0348,Rv0353,Rv0377,Rv0445c,Rv0452,Rv0465c,Rv0472c,Rv0474,Rv0485,Rv0491,Rv0494,Rv0560c,Rv0576,Rv0586,Rv0599c,Rv0602c,Rv0608,Rv0623,Rv0653c,Rv0674,Rv0678,Rv0681,Rv0691c,Rv0735,Rv0737,Rv0744c,Rv0757,Rv0767c,Rv0792c,Rv0818,Rv0821c,Rv0823c,Rv0827c,Rv0844c,Rv0880,Rv0891c,Rv0894,Rv0903c,Rv0967,Rv0981,Rv1019,Rv1027c,Rv1033c,Rv1049,Rv1129c,Rv1151c,Rv1152,Rv1167c,Rv1176c,Rv1186c,Rv1189,Rv1219c,Rv1221,Rv1255c,Rv1267c,Rv1287,Rv1332,Rv1353c,Rv1358,Rv1359,Rv1379,Rv1395,Rv1404,Rv1423,Rv1453,Rv1460,Rv1473A,Rv1474c,Rv1556,Rv1560,Rv1626,Rv1657,Rv1674c,Rv1675c,Rv1719,Rv1725c,Rv1740,Rv1773c,Rv1776c,Rv1816,Rv1828,Rv1830,Rv1846c,Rv1909c,Rv1931c,Rv1956,Rv1960c,Rv1963c,Rv1985c,Rv1990c,Rv1994c,Rv2009,Rv2011c,Rv2017,Rv2021c,Rv2034,Rv2069,Rv2160A,Rv2160c,Rv2175c,Rv2242,Rv2250c,Rv2258c,Rv2282c,Rv2324,Rv2359,Rv2374c,Rv2478c,Rv2488c,Rv2506,Rv2595,Rv2621c,Rv2640c,Rv2642,Rv2703,Rv2710,Rv2711,Rv2720,Rv2745c,Rv2760c,Rv2779c,Rv2788,Rv2827c,Rv2884,Rv2887,Rv2912c,Rv2986c,Rv2989,Rv3050c,Rv3055,Rv3058c,Rv3060c,Rv3066,Rv3082c,Rv3095,Rv3124,Rv3133c,Rv3143,Rv3160c,Rv3164c,Rv3167c,Rv3173c,Rv3183,Rv3197A,Rv3208,Rv3219,Rv3223c,Rv3246c,Rv3249c,Rv3260c,Rv3286c,Rv3291c,Rv3295,Rv3301c,Rv3328c,Rv3334,Rv3405c,Rv3414c,Rv3416,Rv3417c,Rv3488,Rv3557c,Rv3574,Rv3583c,Rv3597c,Rv3676,Rv3681c,Rv3692,Rv3736,Rv3744,Rv3765c,Rv3830c,Rv3833,Rv3840,Rv3849,Rv3852,Rv3855,Rv3862c,Rv3911
Rv3277,0.999943875,0.929107171,9.41E-07,0.088818835,0.999994718,0.991549998,0.37750161,0.711188857,0.990604324,0.969374119,0.064544179,0.858039884,0.835050678,0.770328273,0.89804273,0.882098653,0.835221776,0.415323875,0.014780178,0.874326026,0.408225469,0.001889001,0.112510376,0.703457378,0.957634468,0.988899679,0.053616206,0.7848359,0.971282094,0.249295624,0.140647152,0.137896281,0.952957885,0.948344812,0.830634387,0.667876696,0.981445582,0.808371738,0.98403601,0.999472501,0.355527304,0.516042862,0.092629513,0.688509758,0.999725397,0.532075605,0.999279794,0.999986508,0.508117504,0.998035703,0.834822213,0.998889861,0.999587585,0.843459064,0.960262718,0.98667114,0.11030068,0.148686965,0.975240374,0.585975849,0.706900218,0.999656657,0.91131801,0.999889049,0.865898211,0.47895063,0.956846087,0.999836315,0.999608835,0.997831194,0.983972931,0.59300678,0.978705887,0.019247091,0.983733347,0.9363663,0.914109428,0.500759125,0.978875776,0.574746997,0.847452106,0.561022906,0.975780784,0.293742312,0.999135943,0.676950157,0.55595563,0.147299993,0.006276643,0.999456661,0.998325811,0.884851513,0.824393823,0.413335942,0.736473598,0.96811693,0.596135604,0.999988364,0.984690319,0.998957718,0.373455486,0.697025963,0.999977825,0.998660929,0.472888241,0.779319257,0.999348018,0.999869325,0.791029697,0.699966624,0.761274035,0.677580623,0.94254598,0.789234143,0.228668336,0.306331217,0.996198728,0.857765143,0.78813209,0.782633986,0.832106419,0.999733896,0.42897613,0.991208608,0.979325956,7.67E-05,0.994821572,0.999031786,0.897722539,0.962858104,0.707665457,0.411803252,0.740167461,0.986505222,0.605025014,0.999691562,0.859028105,0.87339033,0.999775696,0.417769828,0.354457122,0.999571686,0.472406533,0.516378673,6.06E-06,0.907309416,0.694224895,0.903090418,0.983376368,0.999303986,0.897166487,0.948480017,0.007081377,0.2084775,0.990457514,0.922848792,0.559689204,0.99498814,0.531217018,0.700175424,0.025331741,0.973456546,0.531279373,0.999391798,0.77427041,0.993123852,6.69E-05,0.999348058,0.999974491,0.870118971,0.216081308,0.935297686,0.969956185,0.999493548,0.52311904,0.713725804,0.017369554,0.938437261,0.351531583,0.020438234,9.11E-14,0.962455987,0.873885552,0.999934615,0.752789106,0.961401873,0.792736089,0.999898385,0.076769716,0.606526282,0.96222095,0.26193309,0.846688817,0.987939044,0.597582928,0.992998685,0.999972975,0.999157361,0.722155905,0.907746799,0.983333961,0.999473323,0.997533672,0.823365769,2.91E-05,0.677417457,0.81966987,0.982663139,0.465795914
Rv3278c,0.436305972,0.939923831,0.256205439,0.167456847,0.999994718,0.903840013,0.875926135,0.988143662,0.888866171,0.993586564,0.686202318,0.548194964,0.989629592,0.794572518,0.978947503,0.927955854,0.982188806,0.649563711,0.976923936,0.935250718,0.207379855,0.756823009,0.003443093,0.30254348,0.696198652,0.82045922,0.130265181,0.383897549,0.960455639,0.359549041,0.202363774,0.73579067,0.979932707,0.974170327,0.017478844,0.616227771,0.906494407,0.726694767,0.985769197,0.999472501,0.740839151,0.959759808,0.018041186,0.907817293,0.999725397,0.969807242,0.999279794,0.999986508,0.979627794,0.939120473,0.872762968,0.998889861,0.999587585,0.842453285,0.960262718,0.574502121,0.457631999,0.695156097,0.972319676,0.356256495,0.90117101,0.999656657,0.961523551,0.999889049,0.97339373,0.574455685,0.999239243,0.999836315,0.999608835,0.249557995,0.981467432,0.150611264,0.999089119,0.446356201,0.98930137,0.9363663,0.733576655,0.485785399,0.913472481,0.951867373,0.622667504,0.701088111,0.45994869,0.465320523,0.999135943,0.522114976,0.255038131,0.826042443,0.624188046,0.999456661,0.987275434,0.992400524,0.8718594,0.59644163,0.748650331,0.831744173,0.475827239,0.999226035,0.984690319,0.960222257,0.890482054,0.855906903,0.999977825,0.998660929,0.69525204,0.758455842,0.999348018,0.999869325,0.659018561,0.886707725,0.671031434,0.694072851,0.813463969,0.577402093,0.872008133,0.125245133,0.996198728,0.682416582,0.873215916,0.910460409,0.787541043,0.999733896,0.169503771,0.991208608,0.80574208,0.20316366,0.994821572,0.999031786,0.897722539,0.864882062,0.441172308,0.946258618,0.904168409,0.970930177,0.829219082,0.999691562,0.997155144,0.816268354,0.999775696,0.903118107,0.108977646,0.999571686,0.909611136,0.710702336,0.08546777,0.157319112,0.076538765,0.07764873,0.755354999,0.999303986,0.608615913,0.070093424,0.404461243,0.872577008,0.014845236,0.259515925,0.915199282,0.820870605,0.850171347,0.959532551,0.833806866,0.670623152,0.762751147,0.999391798,0.603682128,0.899976812,0.909207515,0.999348058,0.999974491,0.668793392,0.511329411,0.824139192,0.969956185,0.999493548,0.594239277,0.99992349,0.363849575,0.623151995,0.103831224,0.714946311,0.001885023,0.629510756,0.638264675,0.999934615,0.900116608,0.997152266,0.617542095,0.999898385,0.673698239,0.027359067,0.96222095,0.21045993,0.777872499,0.982484515,0.960448183,0.678509083,0.999972975,0.999157361,0.988685906,0.942664883,0.362547196,0.999473323,0.997533672,0.877712739,0.973348025,0.872429555,0.870731814,0.567130562,0.932740282
Rv3279c,0.999490539,0.954136456,0.552137541,0.012101883,0.999994718,0.628003518,0.880307129,0.396832426,0.987860534,0.991386223,0.44461951,0.011259849,0.980917721,0.920442074,0.975225682,0.912566905,0.828312175,0.189064349,0.537117613,0.96985269,0.660257722,1.22E-05,0.903190446,0.467273384,0.857475499,0.983518495,0.105998391,0.947609449,0.948057666,0.99834977,0.933839755,0.287665715,0.976571709,0.998520093,0.869440241,0.34287388,0.910565511,0.099469582,0.908215053,0.999472501,0.243292838,0.521069579,0.000168283,0.875166014,0.999725397,0.680375674,0.999279794,0.999986508,0.261010758,0.935538242,0.05777253,0.998889861,0.999587585,0.95357011,0.960262718,0.927730959,0.724319851,0.202755077,0.988228904,0.516195102,0.832127163,0.999656657,0.927196464,0.999889049,0.966911461,0.982077432,0.956846087,0.999836315,0.999608835,0.865492025,0.985578391,0.931137944,0.837182206,0.262740527,0.820970656,0.9363663,0.76196543,0.935686585,0.697184577,0.001662453,0.922921643,0.455507122,0.164394419,0.897155908,0.999135943,0.112264253,0.364561877,0.934882691,0.811824658,0.999456661,0.979055221,0.75178462,0.067062706,0.377071199,0.766297475,0.973482579,0.477703024,0.999226035,0.984690319,0.743130609,0.926215324,0.945686938,0.999977825,0.998660929,0.879338184,0.828412768,0.999348018,0.999869325,0.524103124,0.717065977,0.885450684,0.697804149,0.898905549,0.681768945,0.509420463,0.877821321,0.996198728,0.533274668,0.70320192,0.012400888,0.099033004,0.999733896,0.874064514,0.991804607,0.882593183,0.043975468,0.994821572,0.999031786,0.956691109,0.963889762,0.5004537,0.618352054,0.576290767,0.970930177,0.924573274,0.999691562,0.96166235,0.842009937,0.999775696,0.967579845,0.39036473,0.999571686,0.890687407,0.77365533,0.008507137,0.115410957,0.99699969,0.862959268,0.707207742,0.999303986,0.756412094,0.003348594,0.747728513,0.217112647,0.005007234,0.796010634,0.961143134,0.905430972,0.091419541,0.880209681,0.977746847,0.86772886,0.533513013,0.999391798,0.641311377,0.953653696,0.03906404,0.999348058,0.999974491,0.903850627,0.068165479,0.976461729,0.969956185,0.999493548,0.420288254,0.99992349,0.612762258,0.723343397,0.732304815,0.078680299,3.83E-16,0.449346978,0.609376161,0.999934615,0.734866316,0.94003499,0.606127057,0.999898385,0.024811563,0.488514283,0.943999576,0.609475391,0.942552575,0.988750059,0.699724737,0.992369202,0.999972975,0.999157361,0.960673285,0.898111743,0.102454482,0.999473323,0.997533672,0.977749264,0.437673324,0.853245345,0.873443534,0.913092926,0.430683316
Rv3280,0.999943875,0.996556748,0.000407363,0.913772605,0.999994718,0.874758331,0.999280109,0.568433452,0.969392664,0.989017366,0.347316049,0.781643715,0.985272654,0.865413415,0.809835016,0.894007353,0.966318411,0.918630188,0.789213396,0.766058961,0.615570934,0.038086764,0.007022597,0.666855384,0.945143489,0.991335854,0.015514305,0.811067167,0.948057666,0.503687922,0.949887548,0.616251818,0.958854173,0.862835808,0.347107174,0.975040468,0.846560296,0.349090249,0.994201815,0.999472501,0.589166578,0.921103571,0.967814592,0.375839918,0.999725397,0.989667121,0.999279794,0.999986508,0.528370853,0.935538242,0.144148654,0.998889861,0.999587585,0.547814776,0.992247093,0.387374327,0.196661472,0.374415407,0.980178153,0.00021575,0.635708065,0.999656657,0.965189023,0.999889049,0.542164174,0.808659357,0.972661876,0.999836315,0.999608835,0.992470722,0.882779362,0.85449882,0.973523395,0.31025355,0.967900853,0.939677888,0.770633259,0.599009285,0.819563647,0.870526312,0.971860353,0.756092204,0.55615049,0.798093711,0.999135943,0.310670437,0.94216161,0.711803092,0.350398518,0.999456661,0.987488624,0.842082168,0.125496697,0.730736074,0.954689015,0.83348056,0.997084724,0.999226035,0.984690319,0.926201134,0.703654128,0.73990889,0.999977825,0.998660929,0.691206012,0.883967785,0.999348018,0.999869325,0.701184319,0.981936419,0.862613519,0.903510189,0.686465397,0.913840169,0.259261639,0.960107374,0.996198728,0.542066313,0.926078658,0.737118738,0.552184161,0.999733896,0.965902607,0.991208608,0.725171274,0.737455375,0.999473299,0.999031786,0.934404475,0.978327557,0.408869148,0.293277233,0.931163139,0.970930177,0.999373531,0.999691562,0.411350548,0.672043492,0.999775696,0.978758218,0.826256558,0.999571686,0.996834464,0.601250711,0.856586721,0.753350347,0.911000968,0.990014815,0.941061119,0.999303986,0.964397952,0.386360842,0.064018381,0.182220661,0.05481211,0.893358901,0.911561475,0.73317162,0.166970233,0.825467532,0.001294053,0.954926354,0.734312978,0.999391798,0.706115785,0.953653696,0.001892298,0.999348058,0.999974491,0.97482961,0.446459738,0.885653554,0.969956185,0.999493548,0.763229562,0.99992349,0.018605911,0.895987808,0.987115893,0.58319423,2.32E-05,0.584615277,0.821820282,0.999934615,0.824969446,0.983038728,0.962395518,0.999898385,0.005406554,0.87240928,0.96222095,0.899250767,0.863347515,0.984596065,0.570102596,0.884882553,0.999972975,0.999157361,0.985429568,0.965667421,0.456094282,0.999473323,0.998540489,0.873237871,0.056746378,0.989812197,0.803698692,0.501154303,0.863180379
Rv3281,0.999943875,0.998157692,0.779677403,0.005869491,0.999994718,0.907670031,0.718842068,0.637977081,0.498148093,0.975022388,0.839174953,0.019874562,0.996402114,0.844628549,0.919004759,0.872141426,0.815685528,0.648073356,0.718716179,0.987782343,0.433275994,0.514345536,0.069084444,0.38611042,0.640478874,0.89530583,0.147299171,0.603450918,0.948057666,0.688123349,0.44406018,0.186440848,0.96603659,0.941522989,0.173791731,0.917325546,0.894273086,0.965833611,0.987596064,0.999472501,0.774056358,0.910152601,0.956266836,0.914017913,0.999725397,0.966547412,0.999279794,0.999986508,0.440771062,0.990485768,0.243030628,0.492452942,0.999587585,0.96320544,0.960262718,0.648893761,0.158641974,0.849346645,0.996228022,0.000826181,0.73583547,0.999656657,0.991445216,0.999889049,0.871586958,0.966890289,0.957136151,0.999836315,0.999608835,0.702982074,0.998723606,0.172242732,0.873505713,0.356802602,0.873543143,0.968447348,0.927719566,0.868697228,0.666736392,0.429024341,0.713548239,0.898159447,0.494131916,0.940319945,0.999135943,0.330553591,0.505227283,0.705528001,0.477361211,0.999456661,0.979055221,0.924343949,0.947740933,0.989535675,0.986074121,0.911944193,0.997271342,0.999226035,0.984731733,0.846539281,0.812525216,0.961490167,0.999977825,0.998660929,0.981239627,0.985186319,0.999348018,0.999869325,0.738293341,0.928510751,0.963553382,0.898789792,0.973496371,0.578453924,0.655008392,0.369268368,0.996198728,0.885986472,0.58597364,0.937244861,0.683544287,0.999733896,0.919388279,0.991208608,0.807354897,0.920588241,0.995706101,0.999031786,0.945125357,0.844313781,0.22202039,0.073676347,0.952338513,0.986791498,0.958670155,0.999691562,0.489817815,0.587494608,0.999775696,0.959446825,0.63197044,0.999571686,0.985509007,0.952803967,0.63992625,0.666339248,0.820614681,0.634480981,0.937003292,0.999303986,0.991355219,0.273646424,0.107669793,0.80592591,0.218512959,0.859587856,0.95616457,0.973500982,0.945149597,0.906420484,0.444802764,0.869205959,0.68327485,0.999391798,0.977604697,0.972104564,0.384646824,0.999348058,0.999974491,0.615603075,0.4305814,0.972235792,0.969956185,0.999493548,0.765772039,0.99992349,0.985793196,0.604652038,0.839185029,0.039895768,0.947234439,0.156962817,0.733627439,0.999934615,0.79838498,0.971086329,0.880050792,0.999898385,0.695897698,0.05942415,0.984994023,0.74078718,0.945157291,0.982484515,0.341948819,0.917372609,0.999972975,0.999157361,0.964214423,0.94645986,0.926576559,0.999473323,0.997533672,0.693032293,0.076866296,0.976484489,0.823717989,0.587892409,0.865665338
Rv3282,0.999943875,0.996556748,0.404648976,3.92E-19,0.999994718,0.869207773,0.636350773,0.492334836,0.987860534,0.965762722,0.456564778,0.074868135,0.983086453,0.898164823,0.711283865,0.941778338,0.934259153,0.548178107,0.964857312,0.902806118,0.963555163,0.852394269,0.182886311,0.643383769,0.77025919,0.76323047,0.851505362,0.905579866,0.948057666,0.837820622,0.103591703,0.290910724,0.875306126,0.963360195,0.867754491,0.698731015,0.935512001,0.51652006,0.98403601,0.999472501,0.914503292,0.800951138,0.302574644,0.59035089,0.999725397,0.941407068,0.999279794,0.999986508,0.63396391,0.954709206,0.840542754,0.99946809,0.999587585,0.856497685,0.986373572,0.527261007,0.493013265,0.392151573,0.93724962,0.236467793,0.978312478,0.999656657,0.91131801,0.999889049,0.9050431,0.663748004,0.980424785,0.999836315,0.999608835,0.965058824,0.932210425,0.897481024,0.978705887,0.495135521,0.601566611,0.9363663,0.782165576,0.278210561,0.991971028,0.106103831,0.949826204,0.829870712,0.501434155,0.908880149,0.999135943,0.002018293,0.79757539,0.955750681,0.291449045,0.999456661,0.979055221,0.829392718,0.964005463,0.705671689,0.796165597,0.864257522,0.906794236,0.999226035,0.984690319,0.994193363,0.917557196,0.996513259,0.999977825,0.998660929,0.896167211,0.833927057,0.999348018,0.999869325,0.386131254,0.995689876,0.726548705,0.919106722,0.838687541,0.524049761,0.325952746,0.567721217,0.996842714,0.503399275,0.510399882,0.818225518,0.494515956,0.999733896,0.356435319,0.991208608,0.268288353,0.217639004,0.994821572,0.999031786,0.897722539,0.394513502,0.080723621,0.877540454,0.749436368,0.978301786,0.807671509,0.999691562,0.723426688,0.980020171,0.999775696,0.935291524,0.002537663,0.999571686,0.514645777,0.713994423,0.944494844,0.930340607,0.813637971,0.804816218,0.773146679,0.999303986,0.910185519,0.974287342,0.932824823,0.894561048,0.618589796,0.954696215,0.884156147,0.975919139,0.864708071,0.698957718,0.077860338,0.57486798,0.762645058,0.999391798,0.556609266,0.953653696,0.246928153,0.999348058,0.999974491,0.823113912,0.171740597,0.823514971,0.970009197,0.999493548,0.475005506,0.99992349,0.000384357,0.190415107,0.316547198,0.03201004,2.86E-07,0.772548815,0.752835323,0.999934615,0.268883918,0.971086329,0.835281981,0.999898385,0.057891258,0.98251977,0.57941172,0.790302904,0.007673395,0.988750059,0.530155566,0.717855873,0.999972975,0.999157361,0.979105669,0.94645986,0.831314812,0.999473323,0.997533672,0.996063883,0.779923168,0.726193921,0.994532017,0.8563613,0.967561184
Rv3283,0.996285073,0.998157692,0.060823464,0.538602465,0.999994718,0.719008581,0.940432773,0.93135458,0.998863212,0.922467777,0.70701227,0.780441704,0.984743803,0.956169918,0.681169207,0.826504753,0.448252194,0.046137766,0.420749748,0.821721977,0.569263524,0.003572302,0.19264955,0.893456089,0.730269329,0.981364116,0.185505619,0.935622324,0.948057666,0.842545264,0.673658615,0.000666246,0.981571761,0.854555023,0.793104991,0.598645289,0.983584859,0.623572298,0.990476984,0.999472501,0.91032499,0.882877847,0.746082235,0.582867477,0.999725397,0.811788872,0.999279794,0.999986508,0.989389832,0.984671932,0.551438242,0.998889861,0.999587585,0.947894923,0.960262718,0.349106595,0.584513155,0.527028215,0.972319676,0.273928356,0.723104759,0.999656657,0.989568506,0.999889049,0.909746507,0.677082842,0.998730074,0.999836315,0.999608835,0.904132503,0.963098714,0.490233201,0.976966165,0.47885645,0.991951972,0.953136096,0.756792847,0.639241399,0.839585074,0.983390484,0.977439714,0.892003244,0.098308665,0.181662946,0.999135943,0.847647275,0.965685926,0.853792636,0.094955887,0.999456661,0.980789963,0.967299327,0.72491976,0.935132828,0.895468531,0.959736976,0.860588655,0.999226035,0.996598452,0.969667853,0.747837873,0.947673085,0.999977825,0.998660929,0.881758444,0.849763609,0.999348018,0.999869325,0.986184415,0.748817597,0.970302424,0.825023351,0.522598945,0.949651755,0.98797901,0.314483228,0.996198728,0.915254485,0.952236042,0.818804953,0.491540715,0.999733896,0.300448645,0.991208608,0.825877966,0.379509534,0.994821572,0.999031786,0.948712051,0.958643861,0.65016483,0.815774752,0.760531636,0.970930177,0.919194799,0.999691562,0.747232536,0.987476112,0.999775696,0.977198085,0.326198932,0.999571686,0.895754531,0.857525237,0.228302278,0.540230644,0.726377749,0.770071446,0.837765755,0.999303986,0.96038654,0.287396613,0.09268778,0.190022712,0.435692423,0.901136819,0.803004912,0.955092301,0.818197276,0.989369147,0.441559761,0.63237799,0.975378733,0.999391798,0.387769058,0.959624092,0.430883389,0.999348058,0.999974491,0.536809364,0.493898143,0.919920543,0.994785896,0.999493548,0.334479659,0.99992349,0.006015805,0.992131592,0.736296314,0.299457194,0.00058004,0.571216074,0.679779395,0.999934615,0.978681288,0.98929701,0.557629691,0.999898385,0.527870698,0.003370228,0.96222095,0.783446856,0.505139769,0.99731997,0.79170052,0.37981244,0.999972975,0.999157361,0.976535676,0.979385373,0.885409715,0.999473323,0.998540489,0.959817821,0.000336635,0.98624654,0.803698692,0.66768168,0.640123532
Rv3284,0.971672928,0.992069325,0.167335515,1.11E-08,0.999994718,0.918647127,0.2002978,0.476477641,0.992683654,0.953435156,0.262638195,0.084601416,0.980917721,0.660967752,0.905815562,0.82193004,0.04917555,0.313614453,0.673115632,0.965754511,0.629470896,0.724095804,0.011978594,0.64300789,0.082319273,0.905779732,0.046030017,0.357771459,0.948057666,0.695075162,0.699842012,0.888665876,0.811333219,0.988060459,0.681104027,0.837433387,0.904688269,0.3984025,0.98403601,0.999472501,0.596050363,0.874173362,0.961992608,0.998221733,0.999725397,0.479950242,0.999279794,0.999986508,0.411794289,0.935538242,0.610951387,0.998889861,0.999587585,0.673202192,0.960262718,0.431400395,0.985971414,0.968067709,0.975240374,0.63848705,0.968874606,0.999656657,0.973336016,0.999889049,0.974533952,0.636571223,0.985025839,0.999836315,0.999608835,0.862900259,0.880908195,0.267408839,0.957196466,0.584095271,0.928627715,0.9363663,0.872693184,0.931219602,0.978529248,0.885409744,0.957951832,0.847970929,0.852445298,0.784141043,0.999135943,0.106184617,0.841894312,0.69360858,0.247669163,0.999456661,0.979055221,0.962105149,0.305788216,0.719815369,0.930062282,0.888337733,0.974850099,0.999988364,0.984690319,0.520253044,0.922268134,0.759574364,0.999977825,0.998660929,0.806242685,0.91797679,0.999348018,0.999869325,0.641884995,0.995322258,0.965809212,0.871356448,0.994540962,0.973415075,0.689482266,0.644631077,0.996198728,0.729195026,0.907732557,0.878933442,0.295745215,0.999733896,0.296719118,0.991208608,0.817508957,0.398622256,0.999473299,0.999031786,0.915283464,0.762925269,0.265234409,0.860770904,0.859416207,0.966330087,0.907097718,0.999691562,0.832920332,0.837353227,0.999775696,0.935614844,0.126875203,0.999571686,0.975096213,0.964762391,0.058233695,0.649986617,0.310313261,0.806486919,0.606140645,0.999303986,0.880021286,0.587770141,0.860703104,0.365442384,0.11858963,0.82592505,0.959870721,0.554442017,0.755997179,0.881407085,0.583488427,0.985872287,0.846111609,0.999391798,0.422687962,0.956862681,0.712599296,0.999348058,0.999974491,0.542080236,0.396719044,0.821163538,0.969956185,0.999493548,0.881103904,0.99992349,0.71156774,0.97738797,0.921962085,0.830792253,7.92E-07,0.976714794,0.788362911,0.999934615,0.899807655,0.995712313,0.945384197,0.999898385,0.65871858,0.988441287,0.997822731,0.693249283,0.276409004,0.99062486,0.689900687,0.455309254,0.999972975,0.999157361,0.985603396,0.967670478,0.272895315,0.999473323,0.998540489,0.785748038,0.980996131,0.871769838,0.973380221,0.993126368,0.769803655
Rv3285,0.997080516,0.998157692,0.449368646,3.84E-08,0.999994718,0.834662632,0.775299832,0.57152818,0.996573029,0.983395018,0.952607112,0.977301124,0.984743803,0.555804234,0.94906263,0.939480635,0.885506825,0.744893474,0.578066255,0.649237647,0.876766822,0.384151429,0.160953372,0.876317219,0.999570679,0.997972382,0.50194587,0.549001042,0.992674041,0.264487519,0.737458971,0.887778944,0.910257777,0.825894999,0.69697648,0.508605101,0.827751437,0.921376606,0.98403601,0.999472501,0.453419328,0.873226786,0.189671,0.574211048,0.999725397,0.445184011,0.999279794,0.999986508,0.168351775,0.983698775,0.47647276,0.998889861,0.999587585,0.600594074,0.962401513,0.592135698,0.571149169,0.169922308,0.993783668,0.133703307,0.815459094,0.999656657,0.910619337,0.999889049,0.268047066,0.516712236,0.956846087,0.999836315,0.999608835,0.921902156,0.887369,0.138217708,0.76079516,0.941544466,0.899040678,0.9363663,0.899432927,0.803730906,0.948695093,0.607259914,0.935170038,0.441433994,0.758019791,0.045284452,0.999135943,0.177086457,0.349979809,0.917656572,0.725094452,0.999456661,0.97613127,0.432876157,0.949333003,0.437817114,0.544231854,0.959373262,0.857196312,0.999226035,0.984690319,0.67086162,0.988536561,0.969254936,0.999977825,0.998660929,0.810153657,0.772431515,0.999348018,0.999869325,0.668713455,0.859269195,0.854445908,0.944871028,0.762752538,0.82803926,0.222317862,0.727944158,0.996198728,0.84772669,0.806035846,0.567247503,0.002670858,0.999733896,0.880454696,0.991208608,0.806962375,0.455000051,0.999473299,0.999031786,0.915283464,0.810762314,0.71458646,0.891808626,0.472472171,0.985629993,0.994202206,0.999691562,0.510485402,0.973530943,0.999775696,0.909552251,0.903710196,0.999571686,0.927153045,0.516378673,0.751569278,0.392348436,0.541235886,0.657131522,0.978852419,0.999303986,0.606797635,0.839208961,0.886897859,0.246871082,0.337043877,0.49929139,0.953498355,0.895344792,0.210806357,0.024973991,0.285699813,0.826827392,0.918316865,0.434537191,0.24734532,0.953653696,0.941828507,0.999348058,0.999974491,0.88356451,0.21487253,0.618782544,0.969956185,0.999493548,0.23945704,0.99992349,0.157391008,0.730357392,0.955299628,0.988275793,6.80E-11,0.247504146,0.92756601,0.999934615,0.597996622,0.975397377,0.987307517,0.999898385,0.000194984,0.775921773,0.96222095,0.324162347,0.688398983,0.99527497,0.988464084,0.92788826,0.999972975,0.999157361,0.980876088,0.823224833,0.321568585,0.999473323,0.997533672,0.609808338,0.984445151,0.725418931,0.891606463,0.058827142,0.440226097
Rv3286c,0.99689779,0.743272374,0.573876844,1.53E-05,0.999994718,0.805441921,0.083422843,0.800828912,0.992274059,0.897787225,0.827944729,4.82E-13,0.953557606,0.98219774,0.551176045,0.957079838,0.862302199,0.943731502,0.531149579,0.734093305,0.174157703,0.07989042,0.562792493,0.994158136,0.849824631,0.991335854,1.92E-05,0.16850521,0.972286301,0.536881579,0.321789172,0.631957024,0.817358434,0.42550737,0.973171494,0.954000842,0.952056829,0.939875676,0.996045297,0.955007004,0.186620789,0.897977277,0.042051869,0.744883486,0.999725397,0.316777584,0.999279794,0.999986508,0.6658426,0.959912491,0.594673769,0.998889861,0.999587585,0.945754608,0.960262718,0.227929875,0.058188622,0.700187826,0.98841092,0.3666066,0.691056696,0.999656657,0.920313352,0.999889049,0.905220743,0.795282005,0.956846087,0.999836315,0.999608835,0.865657676,0.899874688,0.871430605,0.767134538,0.382575981,0.968841378,0.981199823,0.782165576,0.79466335,0.325071834,0.904563268,0.991615415,0.960347252,0.349454525,0.131876573,0.999135943,0.709279805,0.054610144,0.0033837,0.200087731,0.999456661,0.980789963,0.959819251,0.984058323,0.759243079,0.761310141,0.838914195,0.875317693,0.999988364,0.984803943,0.969667853,0.960734001,0.936443387,0.999977825,0.998660929,0.868241339,0.849763609,0.999348018,0.999869325,0.46151608,0.936103161,0.853770144,0.60508431,0.567352574,0.933489634,0.76215147,0.857674499,0.996198728,0.868797246,0.670028555,0.946319037,0.888912843,0.999733896,0.138785016,0.991208608,0.778077098,0.623584046,0.999473299,0.999031786,0.897722539,0.92716338,0.391357153,0.937789569,0.687628544,0.970930177,0.925485079,0.999691562,0.983376878,0.842009937,0.999775696,0.970203696,0.000668692,0.999571686,0.974920041,0.558071021,0.068354865,0.371317435,0.066379107,0.785686907,0.791408577,0.999303986,0.441595983,0.001918579,0.087233656,0.977961492,0.007713251,0.901034951,0.906950501,0.952430356,0.517796763,0.388946116,0.004220542,0.898840075,0.67173734,0.999391798,0.61369607,0.953653696,0.000765372,0.999348058,0.999974491,0.191199966,0.69724658,0.776548041,0.978796771,0.999493548,0.244284427,0.99992349,0.031332634,0.757827649,0.439376654,0.416965454,2.03E-81,0.001640625,0.873870391,0.999934615,0.942052896,0.926614767,0.594802512,0.999898385,0.121559764,0.594303843,0.96222095,0.92682178,0.469278705,0.967283154,0.858449161,0.052047729,0.999972975,0.999157361,0.956346617,0.966140748,0.962742441,0.999473323,0.997533672,0.874716804,0.851528322,0.934282245,0.803698692,0.790318876,0.33164843
